,contacts,energy,residues
0,0.0408163265306,21010.0,0.55
1,0.0408163265306,20568.0,0.54
2,0.0408163265306,21010.0,0.55
3,0.0408163265306,20568.0,0.54
4,0.0408163265306,21010.0,0.55
5,0.0408163265306,20568.0,0.54
6,0.0612244897959,19360.0,0.55
7,0.0612244897959,18918.0,0.54
8,0.0612244897959,18476.0,0.53
9,0.0612244897959,18034.0,0.52
10,0.0612244897959,18476.0,0.53
11,0.0612244897959,18034.0,0.52
12,0.0612244897959,17592.0,0.51
13,0.0612244897959,17150.0,0.5
14,0.0612244897959,17592.0,0.51
15,0.0612244897959,17150.0,0.5
16,0.0612244897959,16708.0,0.49
17,0.0612244897959,16266.0,0.48
18,0.0612244897959,15824.0,0.47
19,0.0612244897959,16266.0,0.48
20,0.0612244897959,15824.0,0.47
21,0.0612244897959,16266.0,0.48
22,0.0612244897959,16708.0,0.49
23,0.0612244897959,16266.0,0.48
24,0.0612244897959,15824.0,0.47
25,0.0612244897959,15382.0,0.46
26,0.0612244897959,14940.0,0.45
27,0.0612244897959,14498.0,0.44
28,0.0612244897959,14940.0,0.45
29,0.0612244897959,14498.0,0.44
30,0.0612244897959,14056.0,0.43
31,0.0612244897959,14498.0,0.44
32,0.0612244897959,14056.0,0.43
33,0.0612244897959,14498.0,0.44
34,0.0612244897959,14056.0,0.43
35,0.0612244897959,14498.0,0.44
36,0.0612244897959,14056.0,0.43
37,0.0612244897959,13614.0,0.42
38,0.0612244897959,13172.0,0.41
39,0.0612244897959,12730.0,0.4
40,0.0612244897959,12288.0,0.39
41,0.0612244897959,11846.0,0.38
42,0.0612244897959,11404.0,0.37
43,0.0612244897959,10962.0,0.36
44,0.0612244897959,10520.0,0.35
45,0.0612244897959,10078.0,0.34
46,0.0612244897959,10520.0,0.35
47,0.0612244897959,10078.0,0.34
48,0.0408163265306,11286.0,0.33
49,0.0408163265306,10844.0,0.32
50,0.0612244897959,9636.0,0.33
51,0.0612244897959,9194.0,0.32
52,0.0612244897959,9636.0,0.33
53,0.0612244897959,9194.0,0.32
54,0.0612244897959,8752.0,0.31
55,0.0612244897959,9194.0,0.32
56,0.0612244897959,8752.0,0.31
57,0.0612244897959,8310.0,0.3
58,0.0612244897959,8752.0,0.31
59,0.0612244897959,9194.0,0.32
60,0.0612244897959,9636.0,0.33
61,0.0612244897959,9194.0,0.32
62,0.0612244897959,8752.0,0.31
63,0.0612244897959,8310.0,0.3
64,0.0816326530612,7102.0,0.31
65,0.0816326530612,6660.0,0.3
66,0.0816326530612,6218.0,0.29
67,0.0816326530612,5776.0,0.28
68,0.0612244897959,6984.0,0.27
69,0.0612244897959,7426.0,0.28
70,0.0612244897959,7868.0,0.29
71,0.0816326530612,6660.0,0.3
72,0.0816326530612,7102.0,0.31
73,0.0816326530612,6660.0,0.3
74,0.0816326530612,7102.0,0.31
75,0.0816326530612,7544.0,0.32
76,0.0816326530612,7102.0,0.31
77,0.0816326530612,6660.0,0.3
78,0.0816326530612,6218.0,0.29
79,0.0816326530612,5776.0,0.28
80,0.0816326530612,5334.0,0.27
81,0.0816326530612,5776.0,0.28
82,0.0816326530612,5334.0,0.27
83,0.0816326530612,5776.0,0.28
84,0.0816326530612,6218.0,0.29
85,0.0816326530612,5776.0,0.28
86,0.0816326530612,6218.0,0.29
87,0.0816326530612,5776.0,0.28
88,0.0816326530612,6218.0,0.29
89,0.0816326530612,5776.0,0.28
90,0.0816326530612,6218.0,0.29
91,0.0816326530612,6660.0,0.3
92,0.0816326530612,6218.0,0.29
93,0.0816326530612,5776.0,0.28
94,0.0816326530612,5334.0,0.27
95,0.0816326530612,5776.0,0.28
96,0.0816326530612,5334.0,0.27
97,0.0816326530612,5776.0,0.28
98,0.0816326530612,6218.0,0.29
99,0.0816326530612,5776.0,0.28
100,0.0816326530612,5334.0,0.27
101,0.0816326530612,5776.0,0.28
102,0.0816326530612,6218.0,0.29
103,0.0816326530612,6660.0,0.3
104,0.0816326530612,7102.0,0.31
105,0.0816326530612,7544.0,0.32
106,0.0816326530612,7102.0,0.31
107,0.0816326530612,6660.0,0.3
108,0.0816326530612,6218.0,0.29
109,0.0816326530612,5776.0,0.28
110,0.0816326530612,5334.0,0.27
111,0.0816326530612,5776.0,0.28
112,0.0816326530612,5334.0,0.27
113,0.0816326530612,5776.0,0.28
114,0.0816326530612,5334.0,0.27
115,0.0816326530612,4892.0,0.26
116,0.0816326530612,5334.0,0.27
117,0.0816326530612,4892.0,0.26
118,0.0816326530612,4450.0,0.25
119,0.0816326530612,4008.0,0.24
120,0.0816326530612,3566.0,0.23
121,0.0816326530612,3124.0,0.22
122,0.0816326530612,3566.0,0.23
123,0.0816326530612,4008.0,0.24
124,0.0816326530612,4450.0,0.25
125,0.0816326530612,4008.0,0.24
126,0.0816326530612,4450.0,0.25
127,0.0816326530612,4008.0,0.24
128,0.0816326530612,4450.0,0.25
129,0.0816326530612,4008.0,0.24
130,0.0816326530612,3566.0,0.23
131,0.0816326530612,4008.0,0.24
132,0.0816326530612,3566.0,0.23
133,0.0816326530612,3124.0,0.22
134,0.0816326530612,2682.0,0.21
135,0.0816326530612,3124.0,0.22
136,0.0816326530612,3566.0,0.23
137,0.0816326530612,4008.0,0.24
138,0.0816326530612,3566.0,0.23
