,energy,residues,contacts
0,8160.0,0.5487804878048781,0.27848101265822783
1,8160.0,0.5487804878048781,0.27848101265822783
2,8160.0,0.5487804878048781,0.27848101265822783
3,5848.0,0.5609756097560976,0.3037974683544304
4,5848.0,0.5609756097560976,0.3037974683544304
5,5186.0,0.5731707317073171,0.31645569620253167
6,5848.0,0.5609756097560976,0.3037974683544304
7,3536.0,0.5731707317073171,0.3291139240506329
8,3536.0,0.5731707317073171,0.3291139240506329
9,2874.0,0.5853658536585367,0.34177215189873417
10,2874.0,0.5853658536585367,0.34177215189873417
11,3536.0,0.5731707317073171,0.3291139240506329
12,2874.0,0.5853658536585367,0.34177215189873417
13,2874.0,0.5853658536585367,0.34177215189873417
14,562.0,0.5975609756097561,0.3670886075949367
15,-1750.0,0.6097560975609756,0.3924050632911392
16,-2412.0,0.6219512195121951,0.4050632911392405
17,-4724.0,0.6341463414634146,0.43037974683544306
18,-4724.0,0.6341463414634146,0.43037974683544306
19,-5712.0,0.6219512195121951,0.43037974683544306
20,-5712.0,0.6219512195121951,0.43037974683544306
21,-5712.0,0.6219512195121951,0.43037974683544306
22,-4724.0,0.6341463414634146,0.43037974683544306
23,-2412.0,0.6219512195121951,0.4050632911392405
24,-3400.0,0.6097560975609756,0.4050632911392405
25,-2738.0,0.5975609756097561,0.3924050632911392
26,-2738.0,0.5975609756097561,0.3924050632911392
27,-2738.0,0.5975609756097561,0.3924050632911392
28,-2738.0,0.5975609756097561,0.3924050632911392
29,-2738.0,0.5975609756097561,0.3924050632911392
30,-2738.0,0.5975609756097561,0.3924050632911392
31,-5050.0,0.6097560975609756,0.4177215189873418
32,-5050.0,0.6097560975609756,0.4177215189873418
33,-4062.0,0.6219512195121951,0.4177215189873418
34,-4062.0,0.6219512195121951,0.4177215189873418
35,-4062.0,0.6219512195121951,0.4177215189873418
36,-4062.0,0.6219512195121951,0.4177215189873418
37,-4062.0,0.6219512195121951,0.4177215189873418
38,-4062.0,0.6219512195121951,0.4177215189873418
39,-4062.0,0.6219512195121951,0.4177215189873418
40,-3074.0,0.6341463414634146,0.4177215189873418
41,-3074.0,0.6341463414634146,0.4177215189873418
42,-3074.0,0.6341463414634146,0.4177215189873418
43,-3074.0,0.6341463414634146,0.4177215189873418
44,-3074.0,0.6341463414634146,0.4177215189873418
45,-3074.0,0.6341463414634146,0.4177215189873418
46,-3074.0,0.6341463414634146,0.4177215189873418
47,-3736.0,0.6463414634146342,0.43037974683544306
48,-3736.0,0.6463414634146342,0.43037974683544306
49,-3736.0,0.6463414634146342,0.43037974683544306
50,-4398.0,0.6585365853658537,0.4430379746835443
51,-4398.0,0.6585365853658537,0.4430379746835443
52,-4398.0,0.6585365853658537,0.4430379746835443
53,-4398.0,0.6585365853658537,0.4430379746835443
54,-4398.0,0.6585365853658537,0.4430379746835443
55,-4398.0,0.6585365853658537,0.4430379746835443
56,-5386.0,0.6463414634146342,0.4430379746835443
57,-5386.0,0.6463414634146342,0.4430379746835443
58,-6374.0,0.6341463414634146,0.4430379746835443
59,-7036.0,0.6463414634146342,0.45569620253164556
60,-7036.0,0.6463414634146342,0.45569620253164556
61,-7036.0,0.6463414634146342,0.45569620253164556
62,-7036.0,0.6463414634146342,0.45569620253164556
63,-7036.0,0.6463414634146342,0.45569620253164556
64,-7036.0,0.6463414634146342,0.45569620253164556
65,-8024.0,0.6341463414634146,0.45569620253164556
66,-8024.0,0.6341463414634146,0.45569620253164556
67,-8686.0,0.6463414634146342,0.46835443037974683
68,-8686.0,0.6463414634146342,0.46835443037974683
69,-8024.0,0.6341463414634146,0.45569620253164556
70,-8024.0,0.6341463414634146,0.45569620253164556
71,-8024.0,0.6341463414634146,0.45569620253164556
72,-10336.0,0.6463414634146342,0.4810126582278481
73,-10336.0,0.6463414634146342,0.4810126582278481
74,-9674.0,0.6341463414634146,0.46835443037974683
75,-11986.0,0.6463414634146342,0.49367088607594933
76,-10998.0,0.6585365853658537,0.49367088607594933
77,-10998.0,0.6585365853658537,0.49367088607594933
78,-10998.0,0.6585365853658537,0.49367088607594933
79,-10010.0,0.6707317073170732,0.49367088607594933
80,-10672.0,0.6829268292682927,0.5063291139240507
81,-10672.0,0.6829268292682927,0.5063291139240507
82,-10672.0,0.6829268292682927,0.5063291139240507
83,-10672.0,0.6829268292682927,0.5063291139240507
84,-10672.0,0.6829268292682927,0.5063291139240507
85,-11334.0,0.6951219512195123,0.5189873417721519
86,-11996.0,0.7073170731707318,0.5316455696202531
87,-12658.0,0.7195121951219512,0.5443037974683544
88,-12658.0,0.7195121951219512,0.5443037974683544
89,-12658.0,0.7195121951219512,0.5443037974683544
90,-12658.0,0.7195121951219512,0.5443037974683544
91,-12658.0,0.7195121951219512,0.5443037974683544
92,-12658.0,0.7195121951219512,0.5443037974683544
93,-11996.0,0.7073170731707318,0.5316455696202531
94,-11996.0,0.7073170731707318,0.5316455696202531
95,-11996.0,0.7073170731707318,0.5316455696202531
96,-11334.0,0.6951219512195123,0.5189873417721519
97,-11334.0,0.6951219512195123,0.5189873417721519
98,-10672.0,0.6829268292682927,0.5063291139240507
99,-10672.0,0.6829268292682927,0.5063291139240507
100,-11334.0,0.6951219512195123,0.5189873417721519
101,-11996.0,0.7073170731707318,0.5316455696202531
102,-11996.0,0.7073170731707318,0.5316455696202531
103,-11996.0,0.7073170731707318,0.5316455696202531
104,-11334.0,0.6951219512195123,0.5189873417721519
105,-11334.0,0.6951219512195123,0.5189873417721519
106,-11334.0,0.6951219512195123,0.5189873417721519
107,-11334.0,0.6951219512195123,0.5189873417721519
108,-11334.0,0.6951219512195123,0.5189873417721519
109,-11334.0,0.6951219512195123,0.5189873417721519
110,-11334.0,0.6951219512195123,0.5189873417721519
111,-11334.0,0.6951219512195123,0.5189873417721519
112,-10672.0,0.6829268292682927,0.5063291139240507
113,-10672.0,0.6829268292682927,0.5063291139240507
114,-10672.0,0.6829268292682927,0.5063291139240507
115,-10672.0,0.6829268292682927,0.5063291139240507
116,-10672.0,0.6829268292682927,0.5063291139240507
117,-10672.0,0.6829268292682927,0.5063291139240507
118,-10672.0,0.6829268292682927,0.5063291139240507
119,-10672.0,0.6829268292682927,0.5063291139240507
120,-10672.0,0.6829268292682927,0.5063291139240507
121,-10672.0,0.6829268292682927,0.5063291139240507
122,-10672.0,0.6829268292682927,0.5063291139240507
123,-10672.0,0.6829268292682927,0.5063291139240507
124,-10672.0,0.6829268292682927,0.5063291139240507
125,-10672.0,0.6829268292682927,0.5063291139240507
126,-10672.0,0.6829268292682927,0.5063291139240507
127,-10672.0,0.6829268292682927,0.5063291139240507
128,-10672.0,0.6829268292682927,0.5063291139240507
129,-10672.0,0.6829268292682927,0.5063291139240507
130,-11660.0,0.6707317073170732,0.5063291139240507
131,-11660.0,0.6707317073170732,0.5063291139240507
132,-11660.0,0.6707317073170732,0.5063291139240507
133,-11660.0,0.6707317073170732,0.5063291139240507
134,-12322.0,0.6829268292682927,0.5189873417721519
135,-14634.0,0.6951219512195123,0.5443037974683544
136,-14634.0,0.6951219512195123,0.5443037974683544
137,-16946.0,0.7073170731707318,0.569620253164557
138,-16946.0,0.7073170731707318,0.569620253164557
139,-16946.0,0.7073170731707318,0.569620253164557
140,-16946.0,0.7073170731707318,0.569620253164557
141,-17608.0,0.7195121951219512,0.5822784810126582
142,-17608.0,0.7195121951219512,0.5822784810126582
143,-18270.0,0.7317073170731707,0.5949367088607594
144,-20582.0,0.7439024390243902,0.620253164556962
145,-20582.0,0.7439024390243902,0.620253164556962
146,-20582.0,0.7439024390243902,0.620253164556962
147,-20582.0,0.7439024390243902,0.620253164556962
148,-20582.0,0.7439024390243902,0.620253164556962
149,-20582.0,0.7439024390243902,0.620253164556962
150,-20582.0,0.7439024390243902,0.620253164556962
151,-20582.0,0.7439024390243902,0.620253164556962
152,-20582.0,0.7439024390243902,0.620253164556962
153,-20582.0,0.7439024390243902,0.620253164556962
154,-20582.0,0.7439024390243902,0.620253164556962
155,-21244.0,0.7560975609756098,0.6329113924050633
156,-21244.0,0.7560975609756098,0.6329113924050633
157,-21244.0,0.7560975609756098,0.6329113924050633
158,-21244.0,0.7560975609756098,0.6329113924050633
159,-21244.0,0.7560975609756098,0.6329113924050633
160,-21244.0,0.7560975609756098,0.6329113924050633
161,-21244.0,0.7560975609756098,0.6329113924050633
162,-23556.0,0.7682926829268293,0.6582278481012658
163,-23556.0,0.7682926829268293,0.6582278481012658
164,-23556.0,0.7682926829268293,0.6582278481012658
165,-23556.0,0.7682926829268293,0.6582278481012658
166,-23556.0,0.7682926829268293,0.6582278481012658
167,-24218.0,0.7804878048780488,0.6708860759493671
168,-24218.0,0.7804878048780488,0.6708860759493671
169,-24218.0,0.7804878048780488,0.6708860759493671
170,-24218.0,0.7804878048780488,0.6708860759493671
171,-24218.0,0.7804878048780488,0.6708860759493671
172,-23230.0,0.7926829268292683,0.6708860759493671
173,-23230.0,0.7926829268292683,0.6708860759493671
174,-23230.0,0.7926829268292683,0.6708860759493671
175,-23230.0,0.7926829268292683,0.6708860759493671
176,-23230.0,0.7926829268292683,0.6708860759493671
177,-23230.0,0.7926829268292683,0.6708860759493671
178,-23230.0,0.7926829268292683,0.6708860759493671
179,-23230.0,0.7926829268292683,0.6708860759493671
